latency_ms,throughput_mbps,packet_loss_rate,tx_packets,rx_packets,jitter_ms,queue_delay_ms,target_cost
46.385,753.744,0.00974,10521,10418,1.705,12.02,59.918
38.831,836.346,0.012238,47161,46583,5.208,1.217,64.7278
292.697,262.035,0.08861,8353,7612,24.695,88.469,489.2126
206.429,227.782,0.049776,18723,17791,28.31,129.243,307.5242
31.014,644.236,0.000832,31941,31914,2.645,14.582,18.65
360.774,22.19,0.361971,1366,871,50.0,157.199,1623.6334
23.71,576.1,0.016406,22261,21895,5.097,15.239,78.1558
297.444,233.855,0.048606,6230,5927,30.988,121.025,337.6066
172.308,158.331,0.097107,4352,3929,31.586,146.043,486.5598
14.894,478.683,0.011599,22691,22427,4.169,11.107,54.575
53.1,479.794,0.020464,30759,30129,3.175,14.557,106.0074
193.247,197.41,0.031476,10871,10528,22.217,89.03,221.0088
164.297,281.234,0.121128,11807,10376,14.301,76.44,565.5188
22.242,791.808,0.008575,34156,33863,4.127,18.775,46.9518
26.843,461.387,0.005096,29525,29374,3.076,11.875,33.4962
47.09,662.606,0.003778,39961,39810,1.57,14.935,36.935
24.962,714.29,0.002718,15479,15436,2.143,7.612,22.3792
275.621,86.086,0.071988,7376,6845,25.199,69.255,412.0514
41.943,624.052,0.015101,9196,9057,2.11,11.766,79.5344
11.68,437.002,0.015956,31252,30753,1.978,12.606,71.0172
45.359,979.284,0.001734,36686,36622,2.778,16.515,28.3826
18.958,583.992,0.002951,48206,48063,0.785,4.595,20.3062
210.621,149.306,0.06315,4658,4363,19.654,113.983,359.645
472.127,38.1,0.612315,3035,1176,50.0,140.275,2666.1658
43.582,498.3,0.016163,21990,21634,1.271,2.539,82.5926
195.87,92.948,0.073212,10076,9338,23.833,86.815,388.559
280.154,187.541,0.152851,8215,6959,24.956,135.942,750.654
143.626,62.364,0.093258,18971,17201,17.39,112.93,453.0684
52.619,599.155,0.001954,33818,33751,4.999,7.733,30.4102
11.595,494.569,0.005256,7643,7602,1.191,17.131,29.0882
11.319,567.141,0.003173,45745,45599,3.181,12.854,19.7904
157.687,209.574,0.047563,5529,5266,16.109,61.692,265.6652
121.92,351.678,0.113197,4766,4226,19.722,70.661,515.6882
134.264,164.554,0.107011,666,594,20.069,54.422,492.634
10.368,476.766,0.001652,16997,16968,4.838,17.992,14.3536
111.984,210.314,0.149268,17126,14569,17.225,120.545,665.9746
87.362,63.253,0.073668,3123,2892,12.21,123.129,354.2426
5.438,520.403,0.01003,35403,35047,1.896,19.437,46.1826
263.442,372.798,0.066619,4948,4618,27.802,112.72,394.3968
27.822,960.549,0.009087,48249,47810,2.726,2.972,48.0712
25.526,770.701,0.007723,36972,36686,0.334,10.644,43.2312
18.262,794.263,0.001073,13743,13728,0.404,10.92,13.7808
57.833,767.469,0.0126,15010,14820,2.711,6.248,74.7828
363.577,11.724,0.597984,3385,1360,46.954,106.219,2558.6106
290.735,62.359,0.499455,1272,636,42.48,149.085,2143.931
34.788,672.447,0.011146,6226,6156,3.447,7.282,59.9556
116.77,162.912,0.040393,9395,9015,24.547,118.835,232.047
10.414,780.249,0.014398,6897,6797,0.334,15.923,64.9422
36.717,432.489,0.012045,37930,37473,2.104,17.208,66.3084
151.263,52.146,0.096551,1454,1313,29.204,69.402,460.5896
418.761,17.293,0.78772,4293,911,50.0,171.641,3352.7126
36.138,691.203,0.010088,35119,34764,0.443,18.589,58.525
52.758,714.891,0.007551,48898,48528,4.893,10.382,53.3836
36.238,464.38,0.02163,40605,39726,2.984,17.785,104.5722
335.407,36.784,0.71966,140,39,50.0,113.373,3035.4774
5.696,652.035,0.007065,35129,34880,3.594,8.71,32.2804
11.361,939.703,0.008437,39073,38743,4.741,10.769,40.4462
11.189,489.785,0.006618,11566,11489,4.737,11.254,33.1984
229.503,371.476,0.099534,3425,3084,28.13,111.149,512.167
141.003,71.836,0.1012,7075,6359,24.256,67.844,474.77
57.895,469.642,0.022066,34840,34071,4.5,10.422,113.5064
328.963,5.081,0.925014,3427,256,50.0,111.694,3853.98
98.67,271.477,0.126665,19929,17404,14.703,88.877,563.9034
51.766,760.247,0.001983,29285,29226,0.862,12.951,31.2286
477.836,30.872,0.444125,2394,1330,50.0,106.998,1989.034
9.509,568.37,0.008906,9941,9852,4.556,16.992,42.826
49.254,574.272,0.002371,33991,33910,3.772,14.947,32.175
40.994,533.352,0.002351,12718,12688,2.763,17.328,29.2672
59.787,717.469,0.014062,40190,39624,4.352,15.372,83.2372
39.886,900.716,0.018962,20639,20247,0.688,1.724,92.1472
187.949,202.62,0.07802,18198,16778,18.914,88.442,404.948
32.376,765.401,0.006396,28456,28273,3.841,5.907,39.7158
34.666,867.176,0.020461,25153,24638,1.544,4.817,96.6738
44.382,966.163,0.000874,7746,7739,2.022,6.202,22.4892
7.526,640.555,0.007438,25361,25172,1.712,11.062,34.9748
23.587,991.166,0.011007,47836,47309,1.061,17.795,57.0218
42.967,674.101,0.00882,28524,28272,3.304,19.854,56.4376
16.769,896.771,0.003014,12158,12121,3.246,11.737,21.111
58.808,787.528,0.002337,29618,29548,0.989,19.283,36.7278
48.274,546.141,0.001354,41320,41264,1.519,4.319,25.5894
37.054,965.604,0.007683,39989,39681,1.8,16.946,48.9428
12.091,630.13,0.013274,24542,24216,4.863,9.119,59.7562
8.207,770.16,0.004601,10107,10060,4.805,19.212,25.5292
294.75,56.999,0.667833,3969,1318,50.0,149.479,2819.1278
47.623,952.313,0.020199,26302,25770,5.467,9.567,101.7586
192.293,346.673,0.15715,2240,1887,14.632,106.003,726.7178
11.884,581.695,0.006984,43053,42752,0.89,13.175,35.3246
164.214,183.548,0.061213,6667,6258,24.319,134.333,337.4042
35.053,850.213,0.005954,48795,48504,0.442,11.66,40.1692
19.919,446.732,0.004701,16753,16674,1.315,10.315,28.8346
17.815,607.854,0.00645,5095,5062,3.973,7.525,34.431
405.674,51.694,0.613828,3583,1383,48.182,128.801,2643.3418
55.084,847.103,0.005701,20081,19966,3.586,7.046,46.2468
46.134,712.561,0.010443,13194,13056,4.1,13.24,62.8736
22.383,988.402,0.024079,7348,7171,3.009,0.003,105.2698
44.569,845.17,0.011095,48531,47992,5.05,12.463,64.7002
468.438,24.446,0.816464,4104,753,50.0,183.43,3489.9172
228.176,87.564,0.099992,10798,9718,18.881,61.032,503.4448
20.846,580.691,0.000675,34957,34933,0.522,16.734,14.3852
140.257,315.143,0.044897,8483,8102,30.526,54.07,246.5048
462.149,35.129,0.591025,63,25,50.0,180.915,2585.1426
267.395,27.064,0.581156,1356,567,50.0,139.327,2459.4474
476.802,38.209,0.404025,1056,629,50.0,130.041,1832.829
34.622,607.074,0.006822,26088,25910,4.694,19.615,45.0598
325.16,31.624,0.386084,1154,708,50.0,199.882,1714.3764
5.775,602.267,0.002657,45039,44919,4.338,17.941,16.5262
15.965,412.228,0.004446,41960,41773,4.898,9.301,26.0302
101.05,176.665,0.088809,7319,6669,15.581,69.372,409.5304
202.867,54.348,0.106192,3473,3104,15.462,116.904,529.2956
47.406,558.794,0.002271,6984,6968,2.964,12.543,30.555
299.871,48.46,0.370633,3417,2150,50.0,149.373,1632.355
51.6,885.332,0.000937,30082,30053,3.932,3.456,25.0792
32.922,463.846,0.004366,18035,17956,1.093,15.25,33.6828
51.824,441.113,0.000703,10372,10364,2.614,11.673,25.8762
55.964,902.48,0.004856,48152,47918,3.506,10.084,43.8264
36.205,447.254,0.006001,39911,39671,4.191,2.568,38.9996
56.022,662.87,0.016895,44903,44144,4.557,14.196,92.828
36.365,516.793,0.016007,41035,40378,1.762,19.782,82.5304
59.213,712.751,0.00772,43775,43437,4.991,18.232,58.2116
389.815,23.593,0.567019,795,344,50.0,141.111,2452.2242
27.394,690.676,0.0082,15418,15291,0.602,14.191,46.5958
58.158,785.017,0.011249,16092,15910,1.281,10.931,70.4454
282.699,15.171,0.672788,3075,1006,48.744,142.954,2832.8224
12.935,761.478,0.003452,39034,38899,2.414,12.125,21.407
185.24,307.31,0.042805,9733,9316,18.235,91.45,263.606
42.465,545.163,0.006906,36102,35852,3.359,6.995,46.009
